observed_balanced_accuracy,null_mean,null_sd,null_2.5_percentile,null_97.5_percentile,empirical_p_value
0.9219211822660099,0.4837327636833266,0.0975149771179882,0.3135377185415229,0.6963019307831015,0.009900990099009901
