bodyId,hemibrain_type,cell_type,neurotransmitter,outgoing_edges,outgoing_synapses,outgoing_mean_synapses,outgoing_median_synapses,outgoing_max_synapses,outgoing_synapse_sd,incoming_edges,incoming_synapses,incoming_mean_synapses,incoming_median_synapses,incoming_max_synapses,incoming_synapse_sd,total_edges,total_synapses,outgoing_incoming_edge_ratio,outgoing_incoming_synapse_ratio
574037281,VA5_lPN,VA5_lPN,acetylcholine,393,2754,7.00763358778626,3.0,61,8.215990055987984,216,1950,9.027777777777779,3.0,111,17.722647885178315,609,4704,1.8194444444444444,1.4123076923076923
574374051,VA5_lPN,VA5_lPN,acetylcholine,384,3048,7.9375,3.0,66,9.587919400653115,250,2022,8.088,2.0,107,17.10469345392108,634,5070,1.536,1.5074183976261128
1578658131,VA6_adPN,VA6_adPN,acetylcholine,238,2025,8.508403361344538,3.0,67,12.327712801863155,343,3746,10.921282798833818,5.0,71,13.42282191110415,581,5771,0.6938775510204082,0.5405766150560598
1881751117,VA6_adPN,VA6_adPN,acetylcholine,791,10173,12.860935524652339,6.0,191,18.72325782088906,486,5453,11.220164609053498,4.0,123,15.12009943694674,1277,15626,1.6275720164609053,1.865578580597836
1692817033,VA7l_adPN,VA7l_adPN,acetylcholine,672,7305,10.870535714285714,5.0,146,16.2264037834139,376,2829,7.523936170212766,2.0,71,12.704832106928775,1048,10134,1.7872340425531914,2.582184517497349
1882083076,VA7m_lPN,VA7m_lPN,acetylcholine,373,2491,6.67828418230563,3.0,37,6.817788659774217,282,1598,5.666666666666667,2.0,45,8.035213130920173,655,4089,1.322695035460993,1.5588235294117647
5813050729,VA7m_lPN,VA7m_lPN,acetylcholine,409,2625,6.418092909535452,3.0,52,7.201495302323388,282,1644,5.829787234042553,2.0,38,7.108670908812764,691,4269,1.450354609929078,1.5967153284671534
5813055180,VA7m_lPN,VA7m_lPN,acetylcholine,380,2241,5.897368421052631,3.0,39,6.49273947419261,263,1491,5.669201520912548,2.0,43,7.719861499647397,643,3732,1.4448669201520912,1.5030181086519114
606090268,VC1_lPN,VC1_lPN,acetylcholine,651,9014,13.846390168970814,5.0,237,22.852727122798118,329,4265,12.963525835866262,2.0,133,22.600423743466372,980,13279,1.9787234042553192,2.11348182883939
1850706912,VC2_lPN,VC2_lPN,acetylcholine,680,8101,11.913235294117648,4.0,145,18.193602951016956,389,3618,9.300771208226221,2.0,94,15.603810148687478,1069,11719,1.7480719794344473,2.2390823659480374
693125078,VC3l_adPN,VC3_adPN,acetylcholine,401,3212,8.00997506234414,3.0,50,9.307518479668817,313,1924,6.146964856230032,2.0,40,8.055743216562753,714,5136,1.281150159744409,1.6694386694386694
1914823337,VC3l_adPN,VC3_adPN,acetylcholine,410,2968,7.239024390243903,3.0,72,9.263406409758893,318,2193,6.89622641509434,2.0,41,8.86626461232146,728,5161,1.2893081761006289,1.3533971728226175
5813000276,VC3l_adPN,VC3_adPN,acetylcholine,460,3258,7.082608695652174,3.0,60,8.123617478431141,347,1930,5.561959654178675,2.0,46,7.922204448023707,807,5188,1.3256484149855907,1.688082901554404
662776660,VC3m_lvPN,VC5_lvPN,acetylcholine,533,4250,7.973733583489681,3.0,73,9.603965372895516,385,2084,5.412987012987013,2.0,60,7.290357334516262,918,6334,1.3844155844155843,2.0393474088291748
1442819296,VC3m_lvPN,VC5_lvPN,acetylcholine,487,3815,7.833675564681725,3.0,55,9.57078112158256,326,1557,4.776073619631902,2.0,40,5.805740759530273,813,5372,1.4938650306748467,2.4502247912652537
1818307672,VC3m_lvPN,VC5_lvPN,acetylcholine,388,2337,6.02319587628866,3.0,54,7.426607524348279,314,1012,3.2229299363057327,2.0,29,3.8735586433879488,702,3349,1.2356687898089171,2.309288537549407
754854077,VC4_adPN,VC4_adPN,acetylcholine,405,2463,6.0814814814814815,2.0,39,7.877513917636215,232,1092,4.706896551724138,2.0,40,5.404050495275365,637,3555,1.7456896551724137,2.2554945054945055
788306724,VC4_adPN,VC4_adPN,acetylcholine,401,2524,6.29426433915212,2.0,88,8.382015987812848,261,1948,7.46360153256705,3.0,40,9.273391258898389,662,4472,1.5363984674329503,1.2956878850102669
5813055147,VC4_adPN,VC4_adPN,acetylcholine,476,3550,7.457983193277311,3.0,85,9.733735115172829,297,2180,7.34006734006734,2.0,41,10.02204549687318,773,5730,1.6026936026936027,1.628440366972477
